TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
h005234,41,여,30,5,1,1,2,3,,3,6,3,10,50,50130,42,42820,42,42150,2,1,2,2,3,3,2,7,경기도,제주,2인 여행(가족 외),2023-08-26~2023-08-29,3,10,6,1
h002723,27,여,40,8,5,2,4,13,,6,9,2,3,47,47130,26,26350,27,27290,4,5,5,3,6,6,6,2,대구광역시,제주,3인 이상 여행(가족 외),2023-08-13~2023-08-16,2,1,6,3
h006668,50,남,50,6,1,2,4,3,,5,5,2,1,50,50130,27,27290,47,47190,4,1,1,4,4,4,1,7,제주특별자치도,제주,자녀 동반 여행,2023-09-23~2023-09-23,8,3,1,3
h000676,42,남,30,4,1,1,1,12,,2,,3,10,50,50110,11,11215,28,28185,2,1,1,3,4,5,6,6,강원도,제주,2인 여행(가족 외),2023-06-20~2023-06-22,3,9,1,1
h001835,43,여,20,4,1,1,2,12,,2,6,3,6,50,50110,50,50130,26,26350,3,3,5,5,3,3,6,4,충청북도,제주,나홀로 여행,2023-07-18~2023-07-20,2,1,7,0
h001121,28,여,30,6,2,1,5,12,,1,5,3,4,50,50130,30,30110,44,44810,2,1,1,5,7,5,4,5,인천광역시,제주,2인 여행(가족 외),2023-06-20~2023-06-22,2,3,7,1
h003726,26,여,20,6,2,1,6,4,,2,5,3,2,50,50130,11,11110,26,26500,5,2,2,2,2,5,5,6,부산광역시,제주,2인 여행(가족 외),2023-08-28~2023-08-30,2,1,3,1
h005226,50,여,40,6,1,1,1,3,,5,,2,3,50,50110,50,50130,11,11320,4,1,1,3,7,4,3,7,제주특별자치도,제주,나홀로 여행,2023-08-25~2023-08-26,10,6,1,0
h006528,50,여,30,6,1,1,3,3,,4,12,1,1,50,50130,11,11440,42,42150,2,1,1,2,4,4,4,5,제주특별자치도,제주,2인 가족 여행,2023-09-16~2023-09-16,3,7,1,1
h005311,11,여,30,6,1,1,4,4,,4,5,3,2,50,50130,11,11680,11,11230,4,3,2,4,5,4,3,6,서울특별시,제주,2인 가족 여행,2023-08-29~2023-09-01,4,6,7,1
h002955,41,남,30,6,1,1,3,1,,5,5,1,1,42,42230,41,41820,11,11200,2,3,2,4,7,4,2,6,경기도,제주,2인 여행(가족 외),2023-08-26~2023-08-29,3,7,6,1
h004315,11,여,30,6,1,1,4,13,,6,6,2,1,41,41820,42,42150,50,50110,2,1,1,3,6,3,2,7,경기도,제주,2인 여행(가족 외),2023-08-28~2023-08-31,3,2,1,1
h000186,11,여,40,6,1,2,4,11,,1,8,2,1,50,50130,26,26350,42,42210,4,3,4,2,3,4,3,7,서울특별시,제주,자녀 동반 여행,2023-06-03~2023-06-07,2,9,3,3
h000248,11,여,20,6,3,1,1,12,,2,,4,1,45,45110,30,30140,46,46710,3,2,2,1,5,2,6,4,서울특별시,제주,나홀로 여행,2023-05-31~2023-06-02,7,2,4,0
h003006,11,남,30,6,1,1,2,3,,6,6,2,1,50,50110,50,50130,48,48840,1,1,1,6,7,1,4,5,서울특별시,제주,2인 여행(가족 외),2023-08-17~2023-08-20,3,1,2,1
h002170,50,여,40,6,1,2,2,4,,4,5,2,2,50,50130,11,11410,42,42210,1,3,2,4,3,3,5,7,제주특별자치도,제주,2인 가족 여행,2023-07-16~2023-07-16,1,2,3,1
h004621,26,여,20,4,1,1,4,12,,2,8,3,6,11,11440,26,26290,50,50110,4,3,3,5,3,6,6,7,부산광역시,제주,나홀로 여행,2023-08-25~2023-08-26,1,2,7,0
h001831,50,남,30,4,1,1,2,13,,8,9,2,3,50,50110,42,42210,43,43110,1,6,4,6,4,3,6,2,제주특별자치도,제주,2인 여행(가족 외),2023-07-08~2023-07-08,3,6,2,1
h005177,42,여,30,6,2,1,1,12,,1,,3,4,11,11170,42,42150,50,50110,4,4,2,3,3,4,3,2,강원도,제주,2인 여행(가족 외),2023-08-29~2023-08-31,1,3,7,1
h000584,28,여,40,6,1,1,2,3,,6,11,3,3,42,42130,41,41830,28,28710,4,6,7,6,3,7,3,2,서울특별시,제주,나홀로 여행,2023-06-28~2023-07-05,7,1,2,0
h002379,43,여,20,5,1,1,4,4,,4,9,3,4,26,26140,50,50110,50,50130,4,2,5,2,1,3,3,6,충청북도,제주,2인 여행(가족 외),2023-07-25~2023-07-29,7,5,8,1
h002293,41,여,20,6,1,1,2,2,,5,5,2,1,50,50130,42,42150,41,41820,2,1,1,5,1,1,7,5,경기도,제주,2인 여행(가족 외),2023-07-14~2023-07-17,1,7,3,1
h001724,50,남,30,7,1,1,1,2,,5,,2,1,26,26500,11,11680,50,50130,5,2,2,6,3,2,2,3,제주특별자치도,제주,나홀로 여행,2023-07-03~2023-07-05,4,1,,0
h001032,26,여,40,4,1,1,4,3,,4,7,3,6,50,50110,11,11170,50,50130,3,1,1,1,4,4,5,4,부산광역시,제주,2인 여행(가족 외),2023-07-07~2023-07-09,1,2,3,1
h000599,44,여,50,5,1,2,4,4,,4,12,2,1,50,50130,42,42150,26,26350,2,3,3,4,5,5,3,3,충청남도,제주,2인 가족 여행,2023-06-08~2023-06-12,6,1,2,1
h005713,11,여,30,6,1,2,3,11,,1,8,3,5,28,28710,50,50130,41,41820,4,3,2,3,4,4,2,5,서울특별시,제주,자녀 동반 여행,2023-08-31~2023-09-04,3,7,1,2
h000070,48,여,30,6,1,1,1,3,,4,,3,5,11,11560,50,50110,50,50130,4,1,4,6,3,3,5,7,경상남도,제주,나홀로 여행,2023-05-27~2023-05-29,1,4,2,0
h001874,50,여,40,7,1,2,4,4,,2,2,3,4,42,42760,11,11710,26,26350,1,1,1,1,1,1,1,1,제주특별자치도,제주,자녀 동반 여행,2023-07-02~2023-07-04,9,4,3,3
h000258,11,남,40,4,1,2,7,3,,6,9,3,3,42,42210,50,50130,44,44825,1,1,4,4,1,7,4,7,서울특별시,제주,3인 이상 여행(가족 외),2023-05-28~2023-05-30,3,1,2,3
h000222,29,여,30,6,1,1,3,13,,1,8,2,1,50,50130,42,42170,46,46130,2,2,1,6,1,5,1,2,광주광역시,제주,2인 여행(가족 외),2023-05-26~2023-05-29,2,1,3,1
h000557,11,여,20,6,1,1,1,2,,5,,2,2,50,50110,50,50130,42,42210,2,1,1,5,6,2,3,6,서울특별시,제주,나홀로 여행,2023-06-07~2023-06-09,2,4,5,0
h004215,11,여,30,7,5,1,1,1,,5,,3,5,45,45110,42,42210,50,50130,4,2,2,4,4,2,2,6,서울특별시,제주,2인 여행(가족 외),2023-09-04~2023-09-06,3,2,1,1
h000313,50,여,40,5,1,2,3,13,,3,5,1,1,50,50110,50,50130,11,11110,2,3,2,4,5,3,6,6,제주특별자치도,제주,3인 이상 여행(가족 외),2023-06-03~2023-06-04,1,7,3,2
h002283,50,남,20,4,1,1,2,4,,3,5,2,1,41,41820,42,42150,50,50130,2,3,5,5,6,3,6,7,제주특별자치도,제주,2인 여행(가족 외),2023-07-12~2023-07-13,2,5,3,1
h004877,50,여,30,6,1,2,2,3,,3,5,2,1,50,50130,50,50110,11,11200,2,2,2,3,3,1,3,2,제주특별자치도,제주,부모 동반 여행,2023-08-28~2023-08-28,3,2,1,5
h001127,11,여,30,4,1,1,4,12,,2,8,3,5,50,50110,42,42150,26,26500,4,1,2,3,3,4,1,7,서울특별시,제주,2인 여행(가족 외),2023-06-19~2023-06-23,1,2,3,1
h002550,11,여,30,6,1,2,2,3,,4,7,3,5,41,41480,42,42830,11,11620,5,6,4,2,4,4,2,4,서울특별시,제주,2인 가족 여행,2023-08-05~2023-08-08,1,9,3,1
h004179,44,남,30,4,1,1,1,9,,4,,2,1,50,50110,30,30140,44,44825,3,2,4,4,5,5,3,6,충청남도,제주,2인 여행(가족 외),2023-08-30~2023-09-01,3,1,5,1
h004327,41,여,20,6,2,1,4,2,,4,9,3,3,50,50130,50,50110,26,26350,2,1,3,4,5,2,5,6,경기도,제주,2인 여행(가족 외),2023-08-24~2023-08-27,1,3,2,1
h001617,11,남,20,5,2,1,4,12,,2,7,3,3,42,42210,50,50130,26,26350,3,3,3,3,4,3,5,6,서울특별시,제주,2인 여행(가족 외),2023-07-04~2023-07-06,2,3,7,1
h002251,45,여,50,6,1,2,3,2,,2,11,2,1,50,50130,42,42150,26,26350,3,1,3,3,2,2,2,3,전라북도,제주,2인 가족 여행,2023-07-26~2023-07-29,2,1,7,1
h004361,45,남,20,6,1,1,1,2,,7,,2,1,50,50110,42,42820,42,42230,1,1,1,1,1,1,4,7,전라북도,제주,나홀로 여행,2023-08-19~2023-08-23,2,4,7,0
h004105,28,여,30,6,1,2,2,12,,1,11,3,1,50,50130,50,50110,29,29155,2,2,2,3,3,6,2,7,인천광역시,제주,2인 가족 여행,2023-08-17~2023-08-20,2,7,4,1
h006635,50,남,50,6,1,2,3,2,,4,5,1,1,50,50110,11,11110,31,31200,2,2,2,2,5,2,5,3,제주특별자치도,제주,자녀 동반 여행,2023-09-17~2023-09-17,6,,,2
h001025,11,남,50,6,1,2,3,3,,6,11,2,1,42,42210,42,42820,41,41650,1,1,1,1,7,6,7,4,서울특별시,제주,자녀 동반 여행,2023-06-24~2023-06-26,7,2,3,2
h003036,11,남,20,6,1,1,1,3,,4,,4,2,50,50130,48,48120,42,42150,3,2,2,2,5,2,5,2,서울특별시,제주,2인 여행(가족 외),2023-08-11~2023-08-14,3,2,1,1
h001398,27,남,50,6,1,2,5,5,,1,4,3,1,50,50130,11,11680,47,47110,4,4,4,4,4,4,4,4,대구광역시,제주,자녀 동반 여행,2023-07-03~2023-07-06,7,3,1,4
h004402,50,여,30,5,1,1,2,2,,4,6,2,1,50,50130,26,26350,45,45110,2,4,5,3,2,5,5,6,제주특별자치도,제주,2인 여행(가족 외),2023-08-26~2023-08-26,2,3,1,1
h006494,50,여,50,8,5,2,2,2,,4,9,3,5,50,50110,26,26290,48,48310,2,1,1,1,4,2,2,6,제주특별자치도,제주,2인 가족 여행,2023-09-16~2023-09-16,2,6,4,1
h002498,50,남,30,5,1,2,3,9,,3,3,3,2,50,50130,42,42150,46,46130,4,3,3,5,3,6,5,2,제주특별자치도,제주,자녀 동반 여행,2023-07-28~2023-07-29,2,3,1,2
h002899,11,남,30,4,1,2,2,2,,6,6,2,1,41,41360,50,50110,43,43110,4,3,3,4,4,4,5,5,서울특별시,제주,부모 동반 여행,2023-09-09~2023-09-11,1,7,2,2
h005271,48,여,20,4,1,1,1,2,,4,,2,2,26,26530,11,11710,46,46130,4,1,2,6,6,5,5,4,경상남도,제주,2인 여행(가족 외),2023-08-28~2023-09-01,3,9,1,1
h001089,27,여,30,6,1,2,2,3,,2,5,3,3,47,47110,26,26350,47,47130,4,1,1,3,5,4,1,7,대구광역시,제주,2인 가족 여행,2023-06-18~2023-06-20,2,1,3,1
h002263,44,여,30,5,1,1,1,3,,4,,3,3,11,11680,41,41110,50,50110,3,2,3,2,2,3,3,6,충청남도,제주,나홀로 여행,2023-07-14~2023-07-17,1,4,7,0
h000486,50,여,40,4,1,2,3,5,,1,6,4,1,50,50110,26,26350,46,46130,6,5,2,3,2,6,6,6,서울특별시,제주,3인 이상 여행(가족 외),2023-06-03~2023-06-04,2,7,8,2
h004845,11,남,20,4,1,1,4,12,,1,7,1,2,50,50130,42,42830,41,41820,1,1,1,1,1,5,3,4,서울특별시,제주,3인 이상 여행(가족 외),2023-08-22~2023-08-24,6,2,3,4
h000753,41,여,40,5,1,2,2,3,,4,7,2,1,42,42150,46,46730,50,50130,3,1,5,3,2,3,2,5,경기도,제주,3대 동반 여행(친척 포함),2023-06-15~2023-06-17,3,1,9,4
h001282,29,여,40,6,1,2,2,5,,4,7,2,1,50,50110,11,11140,50,50130,5,5,4,1,1,7,6,6,광주광역시,제주,2인 여행(가족 외),2023-06-24~2023-06-26,5,2,1,1
h005459,11,여,30,6,1,1,2,2,,4,5,3,4,50,50130,41,41820,42,42150,3,1,4,3,4,3,4,4,서울특별시,제주,2인 여행(가족 외),2023-08-29~2023-09-02,6,1,2,1
h002631,43,남,20,5,1,1,4,3,,4,9,2,2,42,42150,26,26140,11,11680,3,2,1,4,6,2,2,6,충청북도,제주,2인 여행(가족 외),2023-07-31~2023-08-03,7,2,1,1
h000614,41,여,50,5,4,2,4,3,,5,10,2,1,42,42210,50,50130,42,42830,1,1,7,1,1,1,7,1,경기도,제주,자녀 동반 여행,2023-06-11~2023-06-14,3,1,2,3
h001477,30,여,30,6,3,1,3,3,,4,5,3,5,26,26500,50,50130,11,11110,3,3,4,4,4,5,5,7,대전광역시,제주,2인 여행(가족 외),2023-07-05~2023-07-08,3,5,1,1
h000228,29,남,60,4,1,2,2,13,,5,6,2,2,46,46770,48,48220,45,45130,1,4,4,6,2,4,1,5,광주광역시,제주,2인 가족 여행,2023-05-30~2023-06-03,3,1,6,1
h005596,50,여,40,6,1,1,1,4,,4,,2,1,48,48330,26,26260,50,50130,3,4,1,1,2,1,3,4,제주특별자치도,제주,나홀로 여행,2023-09-10~2023-09-10,4,6,1,0
h002356,41,여,20,5,1,1,5,13,,4,10,4,1,42,42150,26,26500,50,50110,3,1,1,3,2,2,6,4,경기도,제주,2인 여행(가족 외),2023-07-26~2023-07-30,2,1,3,1
h002502,27,여,30,6,1,1,1,2,,3,,3,1,50,50110,26,26350,27,27110,2,2,1,6,7,6,2,6,대구광역시,제주,2인 여행(가족 외),2023-07-26~2023-07-28,9,3,1,1
h000126,41,여,20,5,1,1,1,4,,4,,3,6,50,50110,42,42150,47,47130,4,2,1,4,6,5,1,6,경기도,제주,2인 가족 여행,2023-05-21~2023-05-24,3,1,5,1
h001468,50,남,40,6,1,2,2,2,,6,6,2,1,50,50110,50,50130,42,42210,2,2,2,4,2,2,2,6,제주특별자치도,제주,2인 가족 여행,2023-06-25~2023-06-26,2,1,7,1
h003556,41,여,20,6,1,1,1,3,,4,,2,4,42,42210,28,28185,50,50110,2,2,5,1,6,3,2,6,서울특별시,제주,부모 동반 여행,2023-08-27~2023-08-29,1,3,2,3
h001208,11,여,20,5,1,1,1,2,,4,,3,8,48,48120,26,26530,11,11470,4,1,2,3,4,5,7,4,서울특별시,제주,3인 이상 여행(가족 외),2023-06-15~2023-06-18,2,1,3,2
h001513,30,남,20,8,1,1,1,2,,5,,3,6,50,50110,26,26230,45,45110,5,1,2,6,6,3,5,5,충청남도,제주,나홀로 여행,2023-07-06~2023-07-09,2,5,1,0
h001700,41,여,40,6,1,2,4,13,,5,9,3,6,42,42150,26,26350,50,50130,3,3,5,3,4,5,4,5,경기도,제주,3인 이상 여행(가족 외),2023-07-06~2023-07-08,9,3,1,2
h006491,50,남,30,6,1,2,2,13,,6,6,2,3,50,50130,50,50110,26,26350,2,5,2,3,3,3,6,3,제주특별자치도,제주,2인 가족 여행,2023-09-16~2023-09-16,3,7,2,1
h006620,50,여,30,6,1,1,3,13,,3,5,2,2,50,50110,11,11680,26,26350,2,1,1,3,6,1,1,7,제주특별자치도,제주,2인 여행(가족 외),2023-09-17~2023-09-17,5,2,6,1
h005501,41,남,30,5,1,1,4,4,,4,7,3,4,47,47930,50,50130,50,50110,3,1,1,3,4,4,7,5,경기도,제주,3인 이상 여행(가족 외),2023-08-27~2023-08-30,2,3,1,3
h003019,11,여,20,6,1,1,3,3,,4,7,3,4,50,50130,47,47930,42,42150,2,1,1,5,5,1,6,6,서울특별시,제주,나홀로 여행,2023-08-28~2023-08-30,2,1,7,0
h002476,44,남,40,6,1,2,3,4,,4,7,3,2,44,44810,42,42150,45,45110,4,2,2,4,4,5,7,6,충청남도,제주,자녀 동반 여행,2023-08-01~2023-08-04,7,8,2,3
h002302,48,여,20,6,1,1,1,3,,4,,2,2,48,48250,48,48120,47,47130,4,4,1,4,4,1,2,7,경상남도,제주,2인 여행(가족 외),2023-07-21~2023-07-25,1,2,6,1
h000481,26,여,20,6,1,1,1,3,,4,,3,3,50,50110,26,26230,48,48120,3,3,4,1,3,6,1,7,부산광역시,제주,나홀로 여행,2023-06-08~2023-06-10,4,5,1,0
h003684,41,남,30,5,1,1,4,4,,4,9,3,10,50,50130,26,26350,42,42830,7,1,1,1,7,7,7,3,경기도,제주,부모 동반 여행,2023-08-27~2023-08-31,9,2,3,5
h002941,29,남,20,6,1,1,4,7,,4,10,3,3,50,50110,50,50130,26,26350,4,2,2,3,3,2,4,5,서울특별시,제주,2인 여행(가족 외),2023-08-22~2023-08-24,2,7,1,1
h002913,50,여,30,6,1,1,1,2,,4,,2,2,50,50130,42,42820,28,28185,1,2,6,2,2,2,2,6,제주특별자치도,제주,2인 여행(가족 외),2023-08-11~2023-08-13,7,8,1,1
h006626,50,남,20,6,1,2,2,2,,6,6,2,2,50,50130,26,26350,11,11680,3,2,1,3,4,4,3,2,제주특별자치도,제주,2인 여행(가족 외),2023-09-17~2023-09-17,3,2,1,1
h004208,27,여,40,6,1,2,4,13,,2,5,3,3,50,50130,26,26350,47,47130,1,7,7,1,1,5,1,6,대구광역시,제주,자녀 동반 여행,2023-08-31~2023-09-02,2,3,4,1
h004876,41,여,20,6,1,1,3,2,,6,12,2,1,50,50130,44,44130,42,42150,1,1,1,7,3,6,1,7,경기도,제주,2인 여행(가족 외),2023-09-03~2023-09-06,9,2,1,1
h004211,29,남,30,5,1,1,4,3,,4,5,2,1,50,50130,42,42150,26,26710,2,2,1,2,1,1,2,6,광주광역시,제주,2인 여행(가족 외),2023-08-31~2023-09-02,3,2,7,1
h001954,50,여,20,4,1,1,1,12,,1,,2,3,50,50110,11,11110,26,26500,4,2,1,3,5,3,2,6,제주특별자치도,제주,나홀로 여행,2023-07-09~2023-07-09,4,7,2,0
h003057,47,남,20,6,3,1,4,12,,1,6,3,6,50,50110,47,47130,27,27140,5,1,2,3,4,4,2,5,경상북도,제주,2인 여행(가족 외),2023-08-20~2023-08-23,1,2,6,1
h005857,11,남,30,6,1,1,1,3,,4,,2,1,50,50110,42,42150,26,26200,4,2,2,6,2,2,2,3,서울특별시,제주,2인 여행(가족 외),2023-08-31~2023-09-02,3,2,1,1
h001681,50,여,30,8,2,1,1,12,,4,,3,10,50,50130,26,26350,29,29155,1,1,1,1,1,1,6,6,제주특별자치도,제주,나홀로 여행,2023-06-30~2023-07-02,4,1,7,0
h006472,50,남,30,7,5,2,2,3,,1,6,3,10,11,11230,11,11110,26,26350,4,2,4,2,4,2,6,3,제주특별자치도,제주,2인 가족 여행,2023-09-17~2023-09-17,3,1,2,1
h000085,50,여,30,6,1,1,1,2,,4,,3,2,50,50130,46,46130,47,47130,2,2,2,5,2,2,5,3,제주특별자치도,제주,나홀로 여행,2023-05-27~2023-05-29,10,1,2,0
h000884,30,여,30,6,1,2,4,11,,1,7,2,2,43,43730,48,48120,45,45130,7,5,2,4,4,4,6,2,대전광역시,제주,자녀 동반 여행,2023-06-09~2023-06-13,3,7,2,3
h001076,28,여,30,6,1,2,4,3,,1,8,2,1,42,42830,41,41460,11,11440,4,2,2,1,4,2,6,6,인천광역시,제주,자녀 동반 여행,2023-06-15~2023-06-17,2,7,1,4
h000619,11,여,30,7,2,1,1,12,,2,,4,1,27,27140,41,41820,26,26350,4,3,2,2,3,3,6,5,서울특별시,제주,2인 여행(가족 외),2023-06-13~2023-06-15,3,1,5,1
h000520,27,여,50,6,1,2,3,3,,1,6,2,1,42,42150,47,47130,47,47820,3,5,1,7,3,3,7,4,대구광역시,제주,자녀 동반 여행,2023-06-07~2023-06-09,3,7,1,1
h003675,11,여,20,4,1,1,3,12,,2,4,3,1,42,42150,50,50130,26,26350,5,2,2,6,2,2,3,7,서울특별시,제주,나홀로 여행,2023-08-28~2023-08-30,2,7,4,0
h000342,11,여,50,5,1,2,5,2,,1,8,3,3,50,50130,42,42150,48,48840,2,1,3,4,4,4,5,5,서울특별시,제주,3대 동반 여행(친척 포함),2023-05-30~2023-06-02,1,3,8,5
h001036,11,여,30,4,1,2,1,3,,4,,3,6,50,50130,42,42150,42,42820,1,1,3,3,1,1,1,3,서울특별시,제주,3인 이상 여행(가족 외),2023-06-21~2023-06-23,3,2,1,6
h006536,50,남,30,5,1,1,1,4,,5,,3,3,28,28237,50,50130,28,28710,1,1,1,7,1,1,7,7,제주특별자치도,제주,나홀로 여행,2023-09-16~2023-09-16,2,7,1,0
h001168,41,여,20,4,1,1,4,12,,1,7,3,3,42,42210,26,26350,45,45110,6,1,2,3,7,6,1,7,경기도,제주,2인 여행(가족 외),2023-06-17~2023-06-20,5,2,3,1
h003148,11,남,20,6,1,1,1,3,,5,,3,4,50,50110,42,42150,26,26500,4,1,2,7,5,5,5,7,서울특별시,제주,2인 여행(가족 외),2023-08-11~2023-08-14,1,9,5,1
h001520,27,여,40,6,1,2,2,3,,4,8,2,4,47,47110,47,47290,48,48890,2,1,4,2,6,7,1,4,대구광역시,제주,2인 가족 여행,2023-07-06~2023-07-09,7,2,3,1
h000147,50,남,50,6,1,2,2,2,,6,6,3,3,50,50110,50,50130,11,11110,2,2,2,3,2,3,1,7,제주특별자치도,제주,2인 가족 여행,2023-06-05~2023-06-07,2,1,6,1
h004242,11,여,20,7,5,1,3,2,,6,6,1,4,50,50130,26,26350,46,46130,3,1,1,1,1,1,2,7,서울특별시,제주,2인 가족 여행,2023-08-18~2023-08-20,2,1,3,1
h003920,11,여,20,6,1,1,4,2,,5,12,2,2,42,42150,26,26500,50,50130,1,1,1,1,1,1,6,2,서울특별시,제주,2인 여행(가족 외),2023-08-18~2023-08-20,2,6,1,1
h001301,11,여,30,7,2,1,1,2,,5,,3,2,50,50110,42,42150,44,44825,4,4,2,3,4,4,5,4,서울특별시,제주,2인 여행(가족 외),2023-07-05~2023-07-07,3,7,1,1
h001214,11,여,30,6,1,1,2,2,,4,5,3,2,31,31140,26,26710,50,50130,3,4,2,4,3,3,1,7,서울특별시,제주,2인 여행(가족 외),2023-06-18~2023-06-19,2,1,3,1
h003120,29,남,20,6,3,1,1,3,,5,,3,4,26,26500,46,46130,31,31170,3,2,3,3,6,5,6,6,광주광역시,제주,나홀로 여행,2023-08-27~2023-08-30,1,7,2,0
h001504,28,여,40,4,1,2,1,3,,8,,3,1,42,42820,42,42830,41,41830,2,1,3,2,1,3,2,4,인천광역시,제주,나홀로 여행,2023-07-05~2023-07-08,6,1,2,0
h002087,41,남,20,4,1,1,4,12,,1,7,3,3,50,50110,41,41360,11,11110,1,1,1,1,7,1,1,7,경기도,제주,2인 여행(가족 외),2023-07-16~2023-07-18,3,8,2,1
h000500,27,남,30,5,1,1,3,4,,4,7,3,6,26,26350,11,11680,50,50130,4,2,2,3,5,5,2,6,대구광역시,제주,2인 여행(가족 외),2023-06-06~2023-06-08,3,7,1,1
h000807,28,남,40,5,1,1,3,5,,2,4,3,3,50,50130,42,42210,26,26500,3,1,4,4,2,4,4,1,인천광역시,제주,부모 동반 여행,2023-06-26~2023-06-29,3,1,2,2
h000615,11,남,30,6,1,2,2,2,,7,12,3,6,50,50130,45,45110,30,30140,2,1,4,4,2,3,2,4,서울특별시,제주,2인 가족 여행,2023-06-16~2023-06-20,1,6,2,1
h000833,41,여,30,6,1,2,4,3,,3,8,2,1,44,44825,50,50130,11,11740,2,2,4,3,2,4,4,4,경기도,제주,3대 동반 여행(친척 포함),2023-06-28~2023-07-01,1,3,9,4
h002530,29,여,40,6,1,2,2,3,,4,6,3,4,50,50130,30,30200,42,42230,4,2,2,1,4,1,2,7,광주광역시,제주,2인 여행(가족 외),2023-08-06~2023-08-09,2,3,1,1
h006568,50,여,50,4,1,2,5,4,,6,7,2,3,50,50110,50,50130,46,46130,3,5,4,3,3,4,2,6,제주특별자치도,제주,자녀 동반 여행,2023-09-15~2023-09-15,10,7,2,3
h006691,50,남,30,6,1,1,3,2,,4,11,3,4,50,50130,42,42150,26,26350,4,3,3,3,2,4,5,4,제주특별자치도,제주,나홀로 여행,2023-09-17~2023-09-17,1,,,0
h004756,48,여,20,6,1,1,1,4,,3,,2,1,50,50130,46,46150,11,11110,1,1,1,1,3,3,3,7,경상남도,제주,나홀로 여행,2023-08-30~2023-09-02,1,2,7,0
h006477,50,남,30,5,1,2,4,3,,4,6,3,3,50,50130,50,50110,48,48840,1,1,1,4,6,4,6,4,제주특별자치도,제주,자녀 동반 여행,2023-09-16~2023-09-16,3,8,1,3
h000895,11,남,30,6,1,1,4,3,,5,10,3,5,42,42210,44,44825,26,26350,4,1,4,4,4,4,1,4,서울특별시,제주,부모 동반 여행,2023-06-14~2023-06-16,3,9,1,2
h003195,28,여,20,4,1,1,8,5,,3,12,3,2,50,50110,50,50130,47,47110,1,1,1,2,1,1,1,1,인천광역시,제주,2인 여행(가족 외),2023-09-03~2023-09-06,1,3,,1
h001338,11,여,20,4,1,1,4,12,,1,7,2,1,50,50130,42,42150,41,41820,2,1,3,3,2,5,3,6,서울특별시,제주,2인 여행(가족 외),2023-06-20~2023-06-22,1,5,3,1
h003567,43,남,30,6,2,1,1,12,,2,,3,6,50,50110,26,26500,42,42150,4,1,3,5,5,6,5,5,충청북도,제주,2인 여행(가족 외),2023-08-19~2023-08-23,3,5,1,1
h000078,50,여,40,6,1,2,2,2,,4,6,3,4,11,11680,26,26350,50,50130,6,2,6,3,5,2,7,5,제주특별자치도,제주,3인 이상 여행(가족 외),2023-06-10~2023-06-10,3,7,1,4
h001082,41,남,20,5,1,1,3,4,,4,5,2,1,50,50130,26,26350,42,42830,3,3,2,4,5,5,5,7,경기도,제주,나홀로 여행,2023-06-17~2023-06-20,2,1,7,0
h000581,48,여,40,6,1,2,4,3,,1,5,2,1,47,47130,27,27200,48,48840,2,2,1,1,2,6,2,7,경상남도,제주,자녀 동반 여행,2023-06-16~2023-06-18,1,7,3,2
h003576,26,남,20,4,1,1,1,2,,4,,3,1,50,50130,42,42150,26,26350,1,1,1,1,1,1,1,7,부산광역시,제주,2인 가족 여행,2023-08-26~2023-08-28,3,2,1,1
h000869,27,남,40,5,1,2,4,3,,5,5,3,4,26,26350,42,42150,47,47820,5,3,3,2,3,4,4,3,대구광역시,제주,자녀 동반 여행,2023-06-23~2023-06-25,2,1,3,3
h000866,11,남,20,6,3,1,3,12,,1,7,3,1,50,50110,28,28177,42,42170,4,2,1,3,4,5,5,6,서울특별시,제주,3인 이상 여행(가족 외),2023-06-09~2023-06-11,1,7,2,8
h004415,11,남,20,4,1,1,4,13,,3,8,3,6,42,42150,26,26350,50,50130,4,1,4,2,5,4,6,5,서울특별시,제주,2인 여행(가족 외),2023-08-28~2023-08-31,3,2,,1
h004796,28,남,20,6,1,1,2,2,,4,4,2,2,42,42150,47,47130,50,50130,3,2,1,5,6,2,6,7,인천광역시,제주,부모 동반 여행,2023-09-09~2023-09-10,2,3,9,3
h003346,43,여,20,5,2,1,3,12,,2,11,2,1,50,50130,26,26500,42,42230,6,2,2,4,4,4,5,6,충청북도,제주,3인 이상 여행(가족 외),2023-08-19~2023-08-21,7,2,3,2
